Algorithm,Parameters,Dataset,Fold,Description,Precision,Recall,F-measure,AUC,G-mean
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",pima,3,Preliminary,0.608108,0.671642,0.638298,0.719821,0.718207
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",pima,3,Preliminary,0.60274,0.656716,0.628571,0.712358,0.710182
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,2,Preliminary,0.613139,0.626866,0.619926,0.707433,0.70283
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,3,Preliminary,0.562963,0.567164,0.565056,0.665582,0.658265
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",pima,3,Preliminary,0.635659,0.61194,0.623574,0.71197,0.704908
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,2,Preliminary,0.637037,0.641791,0.639405,0.722896,0.718331
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",pima,3,Preliminary,0.608108,0.671642,0.638298,0.719821,0.718207
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,4,Preliminary,0.571429,0.716418,0.635762,0.714209,0.714206
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,4,Preliminary,0.642336,0.656716,0.649446,0.730358,0.726636
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",pima,3,Preliminary,0.562914,0.634328,0.596491,0.685164,0.683276
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,4,Preliminary,0.627451,0.716418,0.66899,0.744209,0.74369
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",pima,4,Preliminary,0.594937,0.701493,0.643836,0.722746,0.722434
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,4,Preliminary,0.639456,0.701493,0.669039,0.744746,0.743489
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,3,Preliminary,0.675439,0.574627,0.620968,0.713313,0.699701
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",pima,5,Preliminary,0.62931,0.544776,0.584,0.686388,0.671621
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",pima,4,Preliminary,0.573964,0.723881,0.640264,0.71794,0.717916
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",pima,4,Preliminary,0.644295,0.716418,0.678445,0.752209,0.751357
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,5,Preliminary,0.608696,0.522388,0.562249,0.671194,0.654491
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,3,Preliminary,0.541667,0.58209,0.561151,0.659045,0.654536
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",pima,5,Preliminary,0.627273,0.514925,0.565574,0.675463,0.656108
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",pima,3,Preliminary,0.568627,0.649254,0.606272,0.692627,0.691267
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,3,Preliminary,0.55,0.656716,0.598639,0.684358,0.6838
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",pima,5,Preliminary,0.573643,0.552239,0.562738,0.666119,0.656313
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",pima,5,Preliminary,0.591837,0.649254,0.619217,0.704627,0.702448
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,5,Preliminary,0.601504,0.597015,0.599251,0.692507,0.685892
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,3,Preliminary,0.638298,0.671642,0.654545,0.733821,0.731182
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,4,Preliminary,0.496552,0.537313,0.516129,0.622657,0.61678
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",pima,4,Preliminary,0.638298,0.671642,0.654545,0.733821,0.731182
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",pima,5,Preliminary,0.604317,0.626866,0.615385,0.703433,0.699253
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",pima,4,Preliminary,0.693548,0.641791,0.666667,0.744896,0.737725
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",pima,5,Preliminary,0.601351,0.664179,0.631206,0.71409,0.712343
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,5,Preliminary,0.619403,0.619403,0.619403,0.707701,0.702171
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",pima,5,Preliminary,0.6,0.671642,0.633803,0.715821,0.714456
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",pima,5,Preliminary,0.569343,0.58209,0.575646,0.673045,0.666871
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",pima,4,Preliminary,0.539877,0.656716,0.592593,0.678358,0.678013
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,4,Preliminary,0.566879,0.664179,0.611684,0.69609,0.695358
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",pima,5,Preliminary,0.630631,0.522388,0.571429,0.679194,0.660845
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,4,Preliminary,0.572464,0.589552,0.580882,0.676776,0.671132
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",pima,5,Preliminary,0.613636,0.604478,0.609023,0.700239,0.69366
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,5,Preliminary,0.633588,0.619403,0.626415,0.713701,0.707444
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,5,Preliminary,0.602941,0.61194,0.607407,0.69797,0.692648
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",pima,5,Preliminary,0.588652,0.619403,0.603636,0.693701,0.689711
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,5,Preliminary,0.585586,0.485075,0.530612,0.650537,0.629143
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,5,Preliminary,0.654867,0.552239,0.59919,0.698119,0.682708
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",pima,4,Preliminary,0.607595,0.716418,0.657534,0.734209,0.733993
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,5,Preliminary,0.621212,0.61194,0.616541,0.70597,0.69968
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",pima,5,Preliminary,0.630769,0.61194,0.621212,0.70997,0.70317
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",pima,4,Preliminary,0.643357,0.686567,0.66426,0.741284,0.739261
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",pima,4,Preliminary,0.595092,0.723881,0.653199,0.72994,0.729915
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",pima,4,Preliminary,0.588235,0.746269,0.657895,0.733134,0.733017
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",pima,6,Preliminary,0.584906,0.69403,0.634812,0.715015,0.714707
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,4,Preliminary,0.652482,0.686567,0.669091,0.745284,0.742967
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,4,Preliminary,0.664062,0.634328,0.648855,0.731164,0.724723
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",pima,6,Preliminary,0.597484,0.708955,0.648464,0.726478,0.726266
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,4,Preliminary,0.629139,0.708955,0.666667,0.742478,0.74172
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,6,Preliminary,0.510753,0.708955,0.59375,0.672478,0.671488
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",pima,6,Preliminary,0.541436,0.731343,0.622222,0.699672,0.698954
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",pima,1,Preliminary,0.610063,0.723881,0.662116,0.73794,0.737806
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,1,Preliminary,0.630872,0.701493,0.664311,0.740746,0.739705
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",pima,1,Preliminary,0.649635,0.664179,0.656827,0.73609,0.732569
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",pima,6,Preliminary,0.532609,0.731343,0.616352,0.693672,0.692648
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",pima,5,Preliminary,0.666667,0.462687,0.546256,0.669343,0.636642
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",pima,1,Preliminary,0.653226,0.604478,0.627907,0.716239,0.707466
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",pima,5,Preliminary,0.630769,0.61194,0.621212,0.70997,0.70317
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",pima,1,Preliminary,0.562963,0.567164,0.565056,0.665582,0.658265
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,1,Preliminary,0.78022,0.529851,0.631111,0.724925,0.698185
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",pima,4,Preliminary,0.630435,0.649254,0.639706,0.722627,0.718892
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,1,Preliminary,0.588235,0.597015,0.592593,0.686507,0.680649
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,1,Preliminary,0.581699,0.664179,0.620209,0.70409,0.702958
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",pima,1,Preliminary,0.58209,0.58209,0.58209,0.679045,0.672087
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,6,Preliminary,0.536145,0.664179,0.593333,0.67809,0.677947
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",pima,6,Preliminary,0.545455,0.671642,0.602007,0.685821,0.685674
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,5,Preliminary,0.536,0.5,0.517375,0.634,0.619677
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",pima,1,Preliminary,0.641221,0.626866,0.633962,0.719433,0.713453
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,2,Preliminary,0.56338,0.597015,0.57971,0.674507,0.670041
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,1,Preliminary,0.68,0.507463,0.581197,0.689731,0.665212
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,6,Preliminary,0.503067,0.61194,0.552189,0.64397,0.643173
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,1,Preliminary,0.5125,0.61194,0.557823,0.64997,0.648857
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",pima,1,Preliminary,0.606061,0.746269,0.668896,0.743134,0.743128
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",pima,2,Preliminary,0.61157,0.552239,0.580392,0.682119,0.66964
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",pima,2,Preliminary,0.582192,0.634328,0.607143,0.695164,0.692497
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",pima,5,Preliminary,0.61,0.455224,0.521368,0.649612,0.619846
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,4,Preliminary,0.633987,0.723881,0.675958,0.74994,0.749487
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",pima,2,Preliminary,0.631579,0.447761,0.524017,0.653881,0.620544
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,5,Preliminary,0.634783,0.544776,0.586345,0.688388,0.673241
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",pima,5,Preliminary,0.613139,0.626866,0.619926,0.707433,0.70283
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",pima,5,Preliminary,0.613793,0.664179,0.637993,0.72009,0.717916
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,6,Preliminary,0.59854,0.61194,0.605166,0.69597,0.690879
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",pima,6,Preliminary,0.551282,0.641791,0.593103,0.680896,0.679772
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",pima,4,Preliminary,0.646667,0.723881,0.683099,0.75594,0.75526
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",pima,5,Preliminary,0.582734,0.604478,0.593407,0.686239,0.681351
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",pima,2,Preliminary,0.673684,0.477612,0.558952,0.676806,0.646829
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",pima,2,Preliminary,0.627451,0.477612,0.542373,0.662806,0.636408
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",pima,2,Preliminary,0.573964,0.723881,0.640264,0.71794,0.717916
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",pima,5,Preliminary,0.619469,0.522388,0.566802,0.675194,0.657676
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",pima,5,Preliminary,0.6,0.649254,0.623656,0.708627,0.706135
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",pima,2,Preliminary,0.574324,0.634328,0.602837,0.691164,0.688823
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",pima,5,Preliminary,0.622951,0.567164,0.59375,0.691582,0.680298
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",pima,5,Preliminary,0.6,0.649254,0.623656,0.708627,0.706135
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",pima,2,Preliminary,0.557692,0.649254,0.6,0.686627,0.685609
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,5,Preliminary,0.615385,0.597015,0.606061,0.698507,0.691095
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",pima,5,Preliminary,0.565217,0.58209,0.573529,0.671045,0.665123
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,5,Preliminary,0.666667,0.522388,0.585774,0.691194,0.670264
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",pima,2,Preliminary,0.647887,0.343284,0.44878,0.621642,0.555837
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,5,Preliminary,0.594595,0.492537,0.538776,0.656269,0.635516
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",pima,1,Preliminary,0.631206,0.664179,0.647273,0.72809,0.725279
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",pima,6,Preliminary,0.629139,0.708955,0.666667,0.742478,0.74172
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",pima,2,Preliminary,0.638655,0.567164,0.600791,0.697582,0.685282
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",pima,1,Preliminary,0.607143,0.507463,0.552846,0.665731,0.646645
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",pima,2,Preliminary,0.630435,0.649254,0.639706,0.722627,0.718892
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",pima,5,Preliminary,0.615385,0.597015,0.606061,0.698507,0.691095
